image_path,raw_label,normalized_label,dataset,hash,crop,disease,crop_id,disease_id,severity
images\PlantVillage_f9e8d4f6ee8a3455.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,f9e8d4f6ee8a3455a3c49c73c0ee1d047efb426c9a2573129dbf42486b53f428,Potato,Early_Blight,1,2,0.5
images\PlantVillage_9dbca2d857fd92fb.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,9dbca2d857fd92fb228cfddf991d587e891e0e2d2ad50e8164c7c0244ba3d325,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_d35d9d76bd1f36c3.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,d35d9d76bd1f36c30b27a4f220e5ee047962d114931eb34dbe5feab7f2f7ecde,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_54f050b7d806ca94.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,54f050b7d806ca9417df3d39e2acc66d94b7ddeebef1ad1cea03f4b4cca7f9e2,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_ea49812665c5163a.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,ea49812665c5163a97425391699980c8e4b1117cacdb8ceb00eb6025fceb5444,Tomato,Healthy,2,8,0.5
images\PlantVillage_29defb00bfbd777c.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,29defb00bfbd777c84fa1c0afc2c14b4dde2efe48f509a2692d2c64490570be2,Tomato,Healthy,2,8,0.5
images\PlantVillage_ea26a1359e0e53df.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,ea26a1359e0e53df995d44e2a007e42c3336bfae8d015bf4d96cf2dc80743487,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_e102c9fae60b9927.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,e102c9fae60b9927526824eaeaadc0f2da8f867b3c246a1f507362029655d997,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_09c92ca2e3cdd19c.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,09c92ca2e3cdd19c54c2d23fd59ade542c2b9badd5e82f434b9f9cd3ce32dd9a,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_dfab9a2e2228b664.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,dfab9a2e2228b664afdd708891819093bd929bbcfb5f79b915ffe2a0f0be3df8,Potato,Late_Blight,1,4,0.5
images\PlantVillage_0733ec60ad69d6b5.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,0733ec60ad69d6b536a34ee26c02cdd8bbe82efeb0ebf6ae690c14dff3435fdd,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_523abc01acbcb65e.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,523abc01acbcb65edbb3a90198e6100ebf35128bb8492a010faba52f0c73edab,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_283047f8f98c1cde.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,283047f8f98c1cdef0c647238c9d19d110342b17c9a04666bd3d672af71060b2,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_1adc655137971eac.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,1adc655137971eac8f60276b819e9959b673953172f9d5f962638417a970866b,Tomato,Healthy,2,8,0.5
images\PlantVillage_5b0578e13408ec0f.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,5b0578e13408ec0fc12081e3e268c58022bcf965263d3da917d2848819051894,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_226e997aa6e13fd0.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,226e997aa6e13fd023007b974c3fd43d3c7c675e2e3a36c9dc1d03f1828182c2,Tomato,Healthy,2,8,0.5
images\PlantVillage_f2c17e7f4959cbf5.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,f2c17e7f4959cbf5ec4ee38efdf153dbf32e543c4dec825d1f26f18c8bb32476,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_7c7ad3bc84706f3c.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,7c7ad3bc84706f3c347643ce8d671fe03ef1c243d20153b2afcb2f7b1f0e1f34,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_e109a48fff8e2ecf.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,e109a48fff8e2ecf42e1fa390cd7be99c00bdfb75fda01f1135d2bf4e100c2b2,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_a742f11cb312e11c.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,a742f11cb312e11c893c7f8ad76a3c3decc9eea92f2f99452aff5bba293c2131,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_844e89d3cb7169ef.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,844e89d3cb7169ef47445be42455524147b65d208c06014a450432efb1956bcd,Potato,Late_Blight,1,4,0.5
images\PlantVillage_fb0f7ff88e926662.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,fb0f7ff88e9266627c5df5895ac42199499904ce611807815e601d60407e88e0,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_0365fbcb164b1e17.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,0365fbcb164b1e1768b414f0f1cb76fd87e9da8670b13daf898f8172bff068f8,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_c51459e9d24f4cba.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,c51459e9d24f4cba08bfc892fae98b4dc6fd1807b83c9248f489c5fb1c2924d7,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_70d0fa308562b629.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,70d0fa308562b62996afda7fc14966fcba4e59a9c1e9211bf64e82ecb4db5228,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_c4b96f4ea3dfd2bf.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,c4b96f4ea3dfd2bfdcc0d5158923828613ac80a7ee81c017d68aa5e2792497a9,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_cb94c2af7df29813.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,cb94c2af7df2981378e2986d8cd3ff6d652197c9f71093e7b6605332e39331fc,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_face4468b796370e.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,face4468b796370e170a16d35f549ce224d0416aae256247a3a9c53508b3e59e,Potato,Late_Blight,1,4,0.5
images\PlantVillage_32ab1a43bb46c19c.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,32ab1a43bb46c19cdcfb2767c7d651d59955d4b5e1b392ce3ba7d1ad0a4e6d7e,Pepper,Healthy,0,1,0.5
images\PlantVillage_1765ab28cc1a62f5.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,1765ab28cc1a62f5da6f38950ad02194defe9748e979570394c7e67ef343aec3,Potato,Early_Blight,1,2,0.5
images\PlantVillage_1ff1aa82ef69c944.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,1ff1aa82ef69c9444cc4d392828d72d617364857f652114fc4838360c26cd7a6,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_c38ae0979dda485e.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,c38ae0979dda485ef3f0ec914ec37770bc15ab05cfd7f7f5fd4113e961d4d419,Pepper,Healthy,0,1,0.5
images\PlantVillage_29788fdec21baa56.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,29788fdec21baa56df98565da7b47cf94d0b17ea4776a43fcfec2acc0e426d99,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_cf224d2bd1f90ea1.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,cf224d2bd1f90ea1b3cf8795b41bf7cae4412817b09af4c80ee36a8219b77bde,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_28c98072c6bac804.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,28c98072c6bac804ea4c389a69989b065233ddc9c25e2f77c893334e7f709ff5,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_b74dc7baf1ba077e.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,b74dc7baf1ba077e40c97add2c9c4d338422d1c5d7be5e976c4941b54cb24fa2,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_d5c170423640a5f6.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,d5c170423640a5f60174da62312e00183d0e6b099a0a33fb47cbc990131a9933,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_59c5e8b7f5fff858.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,59c5e8b7f5fff858f7749d05ab268ea301d9c0318eaaf7fd92611c0df4c8f60d,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_01be1fa93168adf5.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,01be1fa93168adf5caa54d10dfa8ddc06b0a85869f56087b04f74445495590aa,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_0f2acbca27b78195.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,0f2acbca27b78195e6514f7bfdceeeb6bd67f9ebe19a7266059c5618bc7f45f7,Tomato,Healthy,2,8,0.5
images\PlantVillage_8de6df0c520e50bb.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,8de6df0c520e50bb4986910a7bf06cab0aac321c6991ee716abda7cd0c2ddbaa,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_90abf3a37a2b0ad0.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,90abf3a37a2b0ad041bac8f5ad3ad0574c08268f3106f037a34ef59a03b56450,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_20bea3a5c687a071.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,20bea3a5c687a0713e10bb39cecca0f002f619b5b8347c35a0e2962657dddd37,Tomato,Healthy,2,8,0.5
images\PlantVillage_6c33ecb12d2bc03e.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,6c33ecb12d2bc03e907b35caf5a3d717127c0e40843c9f864f69a39eaca23e55,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_39031f7dc2149f05.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,39031f7dc2149f0520b527b7496507489b52e071e656f084d2ac89bcd097f91d,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_ecbe70309160fc7d.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,ecbe70309160fc7dd13995ba146ed061d9c606936ff457745e25b749175d7afb,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_7bbf64047b3188c1.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,7bbf64047b3188c1448b746f287ae4bf5964c083f5fc0239416c6b68a8274194,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_0ebb65b48f03c286.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,0ebb65b48f03c286273330b9b27f828c8a425cc77b37a276b43c58ecf37bbd28,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_2df63e82c8d2bd34.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,2df63e82c8d2bd3411e940f5337af9ba1fa763d74cfa6d7d8e729c59517c3134,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_999d5a09dd58e406.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,999d5a09dd58e406681c252359e03991e7cdff32c2c75725c1778b5ddb58b837,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_e3e20b44b8548fe9.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,e3e20b44b8548fe9cd9b69573ece4fba63ed6aa3c0df3a0628dbacf189ab7d16,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_64c371e59ecff135.JPG,Tomato__Tomato_mosaic_virus,Tomato__Viral_Mosaic,PlantVillage,64c371e59ecff1355bea5208670da26043eba32009e62c08999a113a109c2270,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_f7000686d0557355.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,f7000686d055735549a2bdf66d1a67665d91dd07335ac183a16b81e22ea1aacd,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_0c05a0f55cdf6909.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,0c05a0f55cdf69097eda7752f104f5fb9cb84514f9d253f2257528664065b513,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_266aacf2f650e888.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,266aacf2f650e8887e5d21a38d04dbb414d76b380769a3843c9f2d5afb0b8f99,Pepper,Healthy,0,1,0.5
images\PlantVillage_be1a44daef442397.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,be1a44daef442397edb7b36efc026ed4667ab6fbfc3515df30f7f56107d04b0d,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_4465f2da7bdd2620.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,4465f2da7bdd2620bb1b1b09f9865a29b76f44783c9420408db22d821c4b0219,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_9ad2abc98db46017.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,9ad2abc98db46017c080ba1e5eb92b340822a4aea8b49a418933337d8812724e,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_08c401f5b6a5fb86.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,08c401f5b6a5fb860f6e721b6e1f50daa7aa9ddf940bf2374fc504efeda7ecc1,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_2fa2f4b090eac7fc.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,2fa2f4b090eac7fcd887ea5cdd53f08f87614167a3ed013481a502218e72bad1,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_7b5e0c79ea190daf.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,7b5e0c79ea190daf9aaa17df724b49057e84f175ed8ae4bc09795bfc752fa8ce,Tomato,Healthy,2,8,0.5
images\PlantVillage_dbfc16bd5b2be2cd.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,dbfc16bd5b2be2cdf89a1b27e731538e189a7c2717d15ff6987756d1b2a58408,Potato,Late_Blight,1,4,0.5
images\PlantVillage_2632c222a4bd4289.JPG,Pepper__bell___Bacterial_spot,Pepper__Bacterial_Spot,PlantVillage,2632c222a4bd4289828f5daf7f2cb89ee8d749b3adcead9fce27fabfc1ac19a3,Pepper,Bacterial_Spot,0,0,0.5
images\PlantVillage_3e21c250ba79db25.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,3e21c250ba79db25ff87fbbafe6d71f87bede7cae7e5b652f324accdb54f25c0,Tomato,Healthy,2,8,0.5
images\PlantVillage_1c502b291ca4c6be.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,1c502b291ca4c6be1522242626d58c7a713dbc1da20b75eca29da12e35c38a37,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_5bdeb20cb40aea9f.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,5bdeb20cb40aea9ff4d1e137035ecb79a6ca7d2408de050db5986560333f5a59,Pepper,Healthy,0,1,0.5
images\PlantVillage_3e5eb8b6154e2f32.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,3e5eb8b6154e2f321c46b4bb465616a0bd5f0e8f08d981014957ec275d78c282,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_5d28533d747d19ae.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,5d28533d747d19ae8eca5469b3cd8477566a8218f0da3879896208ebf5796fea,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_b7a9a9895dd6f750.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,b7a9a9895dd6f7505f6d0e50b962b5d592dd2450486f104c5b52214a3197bcdf,Tomato,Healthy,2,8,0.5
images\PlantVillage_9e5a04ed9a0be727.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,9e5a04ed9a0be727b0930472b5f2e0639098cc97c7699c9700dadac4e0ec1fb2,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_1dc29bd3c45a8e19.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,1dc29bd3c45a8e192e133a405c14aad28f08a0d262954702fa88a9c8ba25d203,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_36213ce53e7b4c99.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,36213ce53e7b4c99725e76b9f8d1d7388abe839dca00a06657e547f1f498921e,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_b80894ba784998a6.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,b80894ba784998a663edea02320058a0dcb15a9354989525419cb4b9c1749e2a,Potato,Late_Blight,1,4,0.5
images\PlantVillage_f62e0fe565f2c6f7.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,f62e0fe565f2c6f70b2d7e7e231857fa263388f6fe3bd343c51f3b26ea6a7daf,Pepper,Healthy,0,1,0.5
images\PlantVillage_29a46929cc4c5d59.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,29a46929cc4c5d59812edc74f0b90a5f8d9a9ff0046e6c977fd1388558d15676,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_1aeaf31af993e41c.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,1aeaf31af993e41c87bc9b985a6e4df5db57b81e512bd376bc57e159a244d586,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_52ed4be083b1cb1c.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,52ed4be083b1cb1cbbfe5902cc09cd2ebd26389df74968ecd31aaef882ea4b92,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_2d61c44f40fc9a88.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,2d61c44f40fc9a88ea983205868e37da61a6b6c1b8ff656b86532cc10f55d27d,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_9ee1979f4a9ee20e.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,9ee1979f4a9ee20eb5c0449b87838f89bfda7ec8575508e57ce6d038149c3a97,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_5c86fc94c4891587.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,5c86fc94c4891587842e5fb90bf2ead1cbb47e0c916035095f32f3ea4a11322e,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_7ffc680b8505e038.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,7ffc680b8505e038efa85315c97c78eb9cab3ba54d711d8217c56fdffd3f230b,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_5ec5e6867766a679.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,5ec5e6867766a679e1dad5ba1ade63784c432519481c8db880f0f218df01613a,Pepper,Healthy,0,1,0.5
images\PlantVillage_0e94faf959978eeb.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,0e94faf959978eebf3ce4a80c91c804386f728d5c94e0e617bed3c0093ea9e4a,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_3ea1e7730679a7ab.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,3ea1e7730679a7abdbe1c81f99973c5c8f353cd491d19180fd88b01dc8ff1b9c,Tomato,Healthy,2,8,0.5
images\PlantVillage_8db8c06152a172b3.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,8db8c06152a172b395d23ca486fc29ecbd249299d9fd0d6ca8b408e6a5340c89,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_61b6fe48751b3454.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,61b6fe48751b34543fd6dd28ebdf8b4a88a2ea64b47d40bd78fe5812407bde32,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_723496e513f91621.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,723496e513f91621949886c625a02e65502115eeb3f5c5bbdc583fd659b6cd2e,Pepper,Healthy,0,1,0.5
images\PlantVillage_7c6053bb17253a57.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,7c6053bb17253a571e5d01702244d1bdb467d56858dc687b09eb51e38128256e,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_c355f2e37ce246ae.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,c355f2e37ce246aef44fc94ccda9236b59ecafb3928f998bd763a12081765a05,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_20e699bea4a0e9f9.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,20e699bea4a0e9f9f5ab5eef431f47e8a649355a07391de03f5dde9fda773f2b,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_5f96581e23f3de8c.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,5f96581e23f3de8cb7cafb34e8997fa0671d0e1ea6ae880cf7204965eeb62b4a,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_bb22d8f23705109e.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,bb22d8f23705109e4e12170bf321653913c61e843440c31316f18f7cb352bf62,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_d2bededd4bbe6c83.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,d2bededd4bbe6c83d64f1a88ff08588e1becaaa7ca07969690bb0201ccd829e8,Potato,Late_Blight,1,4,0.5
images\PlantVillage_9b4fd5db2ff1a00b.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,9b4fd5db2ff1a00ba5c4309598c38c748d2d7d7439072beb337ce720e643204e,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_7f83021a2e799dba.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,7f83021a2e799dba7450422ae305667469a7d2496ea2a7ce20028b491acf04a9,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_708c04f009ea06c1.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,708c04f009ea06c1f9d17bed279622ed7dfd1748e4ad86c1ede86dd5bc3e0fc4,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_cffafea78a90fc3e.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,cffafea78a90fc3e6bd419a36942a387720f8f649dedd5c8fc00bf9bdc6ccd7c,Potato,Early_Blight,1,2,0.5
images\PlantVillage_c5cec0ca4da9f408.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,c5cec0ca4da9f40821b8c7bf42dd9898992b648a855b16fbb7b6d7b84ebc9cf2,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_56798ca7add399ff.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,56798ca7add399fffffb749a3c0b6e56e11dd41e1bfd248723ddb2c2398f2e0e,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_5ea5aa1fbce8b6fd.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,5ea5aa1fbce8b6fd8e0e70d0545bfbcc831e51786e77b30a9b1ba0b1eb34cb05,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_da9cddab4fd2b32b.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,da9cddab4fd2b32b0643f2a96524d6a04c41c5a0d84b58122555e9f9258198f3,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_8fdd3b14b4359e08.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,8fdd3b14b4359e08b1875b23d5e5f0493e6cc52f513c09eb741b6c4395d883d5,Potato,Late_Blight,1,4,0.5
images\PlantVillage_d8190bc43b5686fa.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,d8190bc43b5686fa02e3dfccfd49f1ebb8d75611434754a8e5c0031e65ecec70,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_12fecf8e85028739.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,12fecf8e8502873955905c3355cf33212bccbe7ec349246062b33f0bb6857c96,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_99aa400a276e1a30.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,99aa400a276e1a30e59d01ff6464e4e167f2d97d546b2506c3d3685fef3227e3,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_6d53e72f6c428bf2.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,6d53e72f6c428bf2b197f6e6bd8d638b8f414d977129f5662055d56c80059f08,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_0c5b2bdb7023dc44.JPG,Tomato__Tomato_mosaic_virus,Tomato__Viral_Mosaic,PlantVillage,0c5b2bdb7023dc4435a851e84bc1c57fc515520fa918e2944cb4e5e6de925d29,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_540ad5f660830dc5.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,540ad5f660830dc5d0600f73b206c8c342916618a1001cef9e71bc484ebbf856,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_0a37b70b48fc94ee.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,0a37b70b48fc94ee3645ac605eb02fbedce7418f607a99a584e3e7d93a13bec8,Pepper,Healthy,0,1,0.5
images\PlantVillage_7f067e426236ee5b.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,7f067e426236ee5bf650350a792757204691bc8fa216f1093730d3083fe3a124,Potato,Late_Blight,1,4,0.5
images\PlantVillage_58664840fdb603ee.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,58664840fdb603eec1967c209767316a2a51a3aa1904acecc63bbee0d5a3f072,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_56877d24043e4570.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,56877d24043e4570c8c16b5e3347862065489659da9db7e584b821dcf276a5a1,Tomato,Fungal_Spot,2,7,0.5
